store,ano,data,feriado,vendas,media_ano,uplift
34,2012,2012-09-07,Labor Day,976415.56,970678.2360465118,1.0059106341735402
35,2010,2010-02-12,Super Bowl,1168815.31,1087416.061041667,1.074855661852519
35,2010,2010-09-10,Labor Day,961685.98,1087416.061041667,0.8843772080014833
35,2010,2010-11-26,Thanksgiving,1781866.98,1087416.061041667,1.6386248500809328
35,2010,2010-12-31,Christmas,576332.05,1087416.061041667,0.5300014140382616
35,2011,2011-02-11,Super Bowl,859258.17,847826.5121153846,1.013483487153631
35,2011,2011-09-09,Labor Day,922440.64,847826.5121153846,1.0880063631160202
35,2011,2011-11-25,Thanksgiving,1733822.4,847826.5121153846,2.045020266792549
35,2011,2011-12-30,Christmas,904650.55,847826.5121153846,1.0670231905615166
35,2012,2012-02-10,Super Bowl,849779.14,819481.9190697675,1.0369711890222353
35,2012,2012-09-07,Labor Day,984833.35,819481.9190697675,1.2017755695182766
36,2010,2010-02-12,Super Bowl,469563.7,440690.1185416666,1.0655190126655936
36,2010,2010-09-10,Labor Day,434471.38,440690.1185416666,0.9858886363001611
36,2010,2010-11-26,Thanksgiving,408891.49,440690.1185416666,0.9278435635296413
36,2010,2010-12-31,Christmas,359310.65,440690.1185416666,0.8153362984153858
36,2011,2011-02-11,Super Bowl,401501.2,364858.05288461543,1.1004312412064885
36,2011,2011-09-09,Labor Day,352960.64,364858.05288461543,0.9673916670043242
36,2011,2011-11-25,Thanksgiving,332811.55,364858.05288461543,0.9121672041188303
36,2011,2011-12-30,Christmas,287425.22,364858.05288461543,0.7877727179860184
36,2012,2012-02-10,Super Bowl,335741.9,308987.6867441861,1.0865866647882445
36,2012,2012-09-07,Labor Day,293728.57,308987.6867441861,0.950615777266169
37,2010,2010-02-12,Super Bowl,529852.7,510593.1220833333,1.0377200104813071
37,2010,2010-09-10,Labor Day,510296.07,510593.1220833333,0.9994182215339656
37,2010,2010-11-26,Thanksgiving,518220.72,510593.1220833333,1.014938700869186
37,2010,2010-12-31,Christmas,460331.7,510593.1220833333,0.9015626730766455
37,2011,2011-02-11,Super Bowl,522514.32,520797.99557692313,1.0032955664915253
37,2011,2011-09-09,Labor Day,506273.74,520797.99557692313,0.9721115371021471
37,2011,2011-11-25,Thanksgiving,522554.04,520797.99557692313,1.0033718340661653
37,2011,2011-12-30,Christmas,451327.61,520797.99557692313,0.8666078092332784
37,2012,2012-02-10,Super Bowl,527041.46,525878.4811627907,1.0022114972923741
37,2012,2012-09-07,Labor Day,526838.14,525878.4811627907,1.0018248680476285
38,2010,2010-02-12,Super Bowl,342214.9,345579.0525,0.9902651723949617
38,2010,2010-09-10,Labor Day,336227.69,345579.0525,0.9729400192738824
38,2010,2010-11-26,Thanksgiving,360857.98,345579.0525,1.0442125394738733
38,2010,2010-12-31,Christmas,303908.81,345579.0525,0.8794190730064578
38,2011,2011-02-11,Super Bowl,377672.46,383476.1240384616,0.9848656443656986
38,2011,2011-09-09,Labor Day,397771.68,383476.1240384616,1.0372788683973049
38,2011,2011-11-25,Thanksgiving,393715.71,383476.1240384616,1.0267020169435932
38,2011,2011-12-30,Christmas,342667.35,383476.1240384616,0.8935819690449135
38,2012,2012-02-10,Super Bowl,469787.38,433280.7779069768,1.0842562235725606
38,2012,2012-09-07,Labor Day,490274.82,433280.7779069768,1.1315406660049423
39,2010,2010-02-12,Super Bowl,1266229.07,1370464.09,0.9239418086467337
39,2010,2010-09-10,Labor Day,1279666.47,1370464.09,0.933746808353074
39,2010,2010-11-26,Thanksgiving,2149355.2,1370464.09,1.5683411303392853
39,2010,2010-12-31,Christmas,1230012.16,1370464.09,0.8975150600261258
39,2011,2011-02-11,Super Bowl,1227893.89,1457261.601923077,0.8426036124053556
39,2011,2011-09-09,Labor Day,1429345.86,1457261.601923077,0.9808436989719364
39,2011,2011-11-25,Thanksgiving,2338832.4,1457261.601923077,1.604950268993266
39,2011,2011-12-30,Christmas,1537139.56,1457261.601923077,1.0548137396686443
39,2012,2012-02-10,Super Bowl,1442988.44,1532224.7174418606,0.9417603198629729
39,2012,2012-09-07,Labor Day,1609811.75,1532224.7174418606,1.050636849591929
40,2010,2010-02-12,Super Bowl,955338.29,965778.3233333332,0.9891900314170441
40,2010,2010-09-10,Labor Day,967310.82,965778.3233333332,1.0015867996098498
40,2010,2010-11-26,Thanksgiving,1166142.85,965778.3233333332,1.2074643029625258
40,2010,2010-12-31,Christmas,811318.3,965778.3233333332,0.8400667942098529
40,2011,2011-02-11,Super Bowl,931939.52,968087.3640384614,0.962660555874144
40,2011,2011-09-09,Labor Day,1021391.99,968087.3640384614,1.055061792914199
40,2011,2011-11-25,Thanksgiving,1230011.95,968087.3640384614,1.2705588314559724
40,2011,2011-12-30,Christmas,908853.15,968087.3640384614,0.9388131523674056
40,2012,2012-02-10,Super Bowl,999785.48,957497.8451162792,1.0441647311264552
40,2012,2012-09-07,Labor Day,1088248.4,957497.8451162792,1.1365544116371795
41,2010,2010-02-12,Super Bowl,1075656.34,1202879.596875,0.8942344211294985
41,2010,2010-09-10,Labor Day,1172672.27,1202879.596875,0.9748874891938673
41,2010,2010-11-26,Thanksgiving,1866681.57,1202879.596875,1.5518440705532897
41,2010,2010-12-31,Christmas,1001790.16,1202879.596875,0.8328266292009469
41,2011,2011-02-11,Super Bowl,1150003.36,1282997.5828846155,0.8963410183629503
41,2011,2011-09-09,Labor Day,1280958.97,1282997.5828846155,0.9984110547737494
41,2011,2011-11-25,Thanksgiving,1906713.35,1282997.5828846155,1.4861394716840066
41,2011,2011-12-30,Christmas,1264014.16,1282997.5828846155,0.9852038514040421
41,2012,2012-02-10,Super Bowl,1238844.56,1322973.021627907,0.9364095410468858
41,2012,2012-09-07,Labor Day,1392143.82,1322973.021627907,1.052284360483012
42,2010,2010-02-12,Super Bowl,575709.96,531210.2064583333,1.0837705168324117
42,2010,2010-09-10,Labor Day,589091.04,531210.2064583333,1.1089603189810073
42,2010,2010-11-26,Thanksgiving,522296.71,531210.2064583333,0.9832203968410904
42,2010,2010-12-31,Christmas,428953.6,531210.2064583333,0.8075025569630992
42,2011,2011-02-11,Super Bowl,628063.88,559948.1282692307,1.1216465388344299
42,2011,2011-09-09,Labor Day,608390.94,559948.1282692307,1.0865130344850038
42,2011,2011-11-25,Thanksgiving,577698.37,559948.1282692307,1.031699796525143
42,2011,2011-12-30,Christmas,454412.28,559948.1282692307,0.8115256700733401
42,2012,2012-02-10,Super Bowl,674919.45,580240.926744186,1.1631710534227024
42,2012,2012-09-07,Labor Day,617405.35,580240.926744186,1.0640499860365742
43,2010,2010-02-12,Super Bowl,682918.99,657020.958125,1.039417360366871
43,2010,2010-09-10,Labor Day,722120.04,657020.958125,1.0990821998445517
43,2010,2010-11-26,Thanksgiving,633520.34,657020.958125,0.9642315548166593
43,2010,2010-12-31,Christmas,534740.3,657020.958125,0.81388621380669
43,2011,2011-02-11,Super Bowl,635650.98,616407.6048076923,1.0312185882234715
43,2011,2011-09-09,Labor Day,649128.23,616407.6048076923,1.0530827733744716
43,2011,2011-11-25,Thanksgiving,669965.22,616407.6048076923,1.0868866879230288
43,2011,2011-12-30,Christmas,505405.85,616407.6048076923,0.819921503333297
43,2012,2012-02-10,Super Bowl,662198.65,627331.0225581395,1.0555809073488456
43,2012,2012-09-07,Labor Day,663814.18,627331.0225581395,1.0581561506285613
44,2010,2010-02-12,Super Bowl,286857.13,283489.98854166665,1.0118774616192079
44,2010,2010-09-10,Labor Day,283455.13,283489.98854166665,0.9998770378388105
44,2010,2010-11-26,Thanksgiving,307646.5,283489.98854166665,1.0852111624209364
44,2010,2010-12-31,Christmas,241937.11,283489.98854166665,0.8534238236933036
44,2011,2011-02-11,Super Bowl,307486.73,298042.2051923077,1.0316885482765714
44,2011,2011-09-09,Labor Day,295811.25,298042.2051923077,0.9925146333189012
44,2011,2011-11-25,Thanksgiving,309129.01,298042.2051923077,1.0371987745847562
44,2011,2011-12-30,Christmas,263917.85,298042.2051923077,0.8855049566879649
44,2012,2012-02-10,Super Bowl,325377.97,329938.92372093024,0.9861763696459529
44,2012,2012-09-07,Labor Day,338737.33,329938.92372093024,1.026666772685819
45,2010,2010-02-12,Super Bowl,656988.64,802840.486875,0.818330229654065
45,2010,2010-09-10,Labor Day,721460.22,802840.486875,0.8986345753541068
45,2010,2010-11-26,Thanksgiving,1182500.16,802840.486875,1.472895524493039
45,2010,2010-12-31,Christmas,679156.2,802840.486875,0.8459416423349146
45,2011,2011-02-11,Super Bowl,766456.0,791064.7669230769,0.9688915902312334
45,2011,2011-09-09,Labor Day,746129.56,791064.7669230769,0.9431965512787824
45,2011,2011-11-25,Thanksgiving,1170672.94,791064.7669230769,1.479869903135044
45,2011,2011-12-30,Christmas,869403.63,791064.7669230769,1.0990296450461694
45,2012,2012-02-10,Super Bowl,803657.12,761014.6551162791,1.0560336973763078
45,2012,2012-09-07,Labor Day,766512.66,761014.6551162791,1.0072245716252084
